session_id,target
1,2.1558860564536548e-05
2,3.5393025798308493e-09
3,7.807152218057026e-10
4,5.201736017553423e-13
5,6.381333868375424e-06
6,1.3837581581124759e-06
7,0.00032573574869714753
8,5.72083785899836e-05
9,6.963828509527716e-06
10,0.00175075844383409
11,2.1278034032519452e-06
12,2.580097102234095e-07
13,4.843747062269577e-06
14,0.011744955235053454
15,2.025249077286581e-05
16,8.725736759084563e-05
17,0.018197195247925128
18,4.746625842556934e-08
19,0.0001277249743961242
20,9.727468263875155e-09
21,0.04479788675597469
22,3.149415327510007e-09
23,3.492913319743462e-06
24,0.00047023301612243343
25,0.093429025436125
26,5.109087556817047e-12
27,2.7591424681994545e-06
28,3.8649058345117435e-11
29,0.021588739961200736
30,4.103999373719371e-05
31,0.01776478661748795
32,0.026175760914968663
33,4.4843139160455e-06
34,1.259474104110787e-09
35,0.009245248309797048
36,0.00015037189768660127
37,2.785064764320325e-13
38,2.4265539236260357e-09
39,7.939464458920705e-06
40,1.9151437965575782e-07
41,0.00013866131051370372
42,0.010658427822554328
43,1.2627699939745376e-07
44,3.2715054603680835e-06
45,0.598758106605546
46,1.928221141774057e-06
47,5.6708970341587794e-05
48,4.385388163533135e-06
49,1.420205776117226e-06
50,5.46911905669646e-09
51,8.255126279039313e-12
52,3.5508832139413257e-07
53,0.02544566069099595
54,6.126625154109285e-06
55,2.3290175926714342e-07
56,0.0020112088450479557
57,4.951059571539638e-10
58,1.0461941528944094e-08
59,4.945334510418394e-07
60,2.7370865316788073e-08
61,3.823137963657368e-09
62,1.2944253708388034e-05
63,8.182524228443166e-08
64,8.049182168851852e-07
65,1.851822656284456e-07
66,2.860194831772139e-08
67,9.777505604063535e-07
68,6.827459269217987e-05
69,0.08324333169312824
70,9.664818239467967e-07
71,6.89448586824052e-05
72,4.019921521633061e-05
73,0.18201947461142173
74,2.594361116006839e-07
75,1.2632784359651643e-05
76,0.00017922208283128037
77,3.381476359052108e-05
78,0.002115021819580219
79,3.0042076748821445e-07
80,7.130221608581965e-07
81,3.0265233284096774e-08
82,4.3727484764719065e-05
83,7.217272220470131e-12
84,0.8230387665922758
85,1.4325937294890638e-06
86,4.109760495507824e-08
87,0.0016073674499377587
88,0.00011250814813456881
89,0.0001231514704141286
90,0.03846588136566855
91,1.0106822763926555e-06
92,7.470082671042513e-08
93,0.052671798910811266
94,8.50166185466546e-06
95,0.1555515894784969
96,8.096561341058316e-09
97,1.5332805119233684e-05
98,1.9365790005860728e-07
99,4.804162529593264e-08
100,1.876456885338926e-05
101,2.7513317362755713e-06
102,0.23592931810647028
103,9.941561305729391e-06
104,8.642510589701542e-06
105,3.276991271626503e-08
106,6.265490229203628e-07
107,0.0011954981126936414
108,4.789562787181051e-06
109,1.0035574130190573e-08
110,1.9230923765753772e-07
111,2.562772822801202e-05
112,5.1083287817626906e-11
113,0.0002340653183572026
114,2.3272417727814032e-09
115,1.2053550383969045e-07
116,5.406689589395705e-06
117,1.0689933202194289e-05
118,0.001051183687370062
119,0.00021791312740597767
120,3.615748789979901e-05
121,2.9147570898799184e-07
122,1.6743028168860827e-07
123,8.03990311414029e-07
124,2.2825169571105524e-06
125,0.0034741620144050833
126,1.601110255489456e-08
127,3.349777337032126e-11
128,1.354460332099655e-06
129,0.0011567553204178814
130,0.002949523199647841
131,0.00023557276823969373
132,0.0004306786615145437
133,0.0012073106590652712
134,1.544872067188155e-08
135,7.81915573369818e-09
136,1.6906884094857304e-06
137,1.454933580370422e-06
138,0.000673718404590901
139,4.6948534368349584e-08
140,3.8422677042898295e-06
141,1.8409053645565945e-10
142,6.85393454592643e-07
143,1.3472804695956871e-06
144,0.0005857264553184935
145,1.6272423498809739e-09
146,0.00013887848159094824
147,2.4298214961630666e-06
148,0.0003520278226160961
149,0.00031826634691213
150,0.04029298448686525
151,3.9413936988984586e-09
152,0.023605499117628735
153,8.864339414963812e-06
154,7.316167691226729e-06
155,3.388942536023154e-06
156,1.1859413500916632e-07
157,4.6189088943311886e-08
158,2.904290197820037e-06
