session_id,target
1,0.00032373881995815824
2,2.7714294085154947e-06
3,8.905737387549048e-07
4,6.025708865332358e-07
5,0.00019445009490246705
6,6.911011909672431e-05
7,0.0028995024523119643
8,0.0018193773278305375
9,0.00013066532319064267
10,0.0031256793963407117
11,0.0001215637462414116
12,1.6074158189465473e-05
13,7.795315319117912e-05
14,0.022161907143182287
15,0.0008923692568364488
16,0.00036647651073076906
17,0.02080556717692752
18,1.4218821177668023e-05
19,0.0024508785392753
20,1.983752254781339e-06
21,0.034717608926602785
22,3.2188565147846114e-05
23,0.0002626761227062869
24,0.011728085092194258
25,0.07968683980407541
26,9.762446866697311e-06
27,0.00013760708205878277
28,8.04384339074882e-07
29,0.020545477188650504
30,0.0015170491041337957
31,0.027857303818595882
32,0.017187482748287488
33,0.00012650984205153954
34,1.5926752630756935e-05
35,0.01901296526949569
36,0.0006265564066398382
37,7.739819964662622e-08
38,2.786845503284846e-06
39,0.0004118573793366126
40,1.0955874479008995e-05
41,0.0017412262559420388
42,0.006543239351365672
43,9.69487459143391e-05
44,0.00011061724295173778
45,0.14109789559574532
46,0.00022936065687551753
47,0.00034941250633849344
48,6.453603091096157e-05
49,0.0002485457078851451
50,7.812464032054102e-06
51,2.306779695705799e-07
52,0.0001093229957644215
53,0.02281891057203586
54,0.0007568222482176414
55,0.0003896870043249759
56,0.019866431707556677
57,1.5342899748699629e-06
58,1.779805520669964e-05
59,2.078103602206234e-05
60,2.581764351186239e-06
61,8.307709073895237e-06
62,0.00023911161073632167
63,1.426131355131179e-05
64,0.000574451942129779
65,1.0895850590325396e-05
66,5.92261753639432e-06
67,0.00015769879820016255
68,0.0016686067568940461
69,0.05686207842873697
70,4.6791145956148344e-05
71,0.001611611749763566
72,0.0005301939537189109
73,0.17315525339207397
74,7.139454699933996e-05
75,0.000213320750166356
76,0.002324753962541032
77,0.0018184989974405674
78,0.004853660928426813
79,0.0001392585864656782
80,8.701153867133292e-06
81,1.2335386512035537e-05
82,0.0015145234475480776
83,1.1821079514249029e-06
84,0.4810713329102159
85,0.0001510069144492665
86,5.95349409350868e-06
87,0.006063197843380199
88,0.0012457565373858541
89,0.0021113698254827487
90,0.05220470338716989
91,3.4549920165991414e-05
92,5.219951406494727e-06
93,0.04606536805376122
94,0.00017399854116187724
95,0.09256340220244125
96,3.05509821773922e-06
97,0.0013206927301304253
98,2.418776581883208e-05
99,1.9231230266581267e-05
100,0.00018580198533331015
101,5.423227105823404e-05
102,0.12504511053329348
103,0.0001978809363443189
104,0.0002796220212073354
105,0.0001675935889456702
106,5.8787436220334436e-05
107,0.01443505827115598
108,0.00017617817071811722
109,6.92643717708329e-06
110,1.8945463382018777e-05
111,0.0006126432433473821
112,5.124145884018004e-07
113,0.000593702846138849
114,2.683245052043808e-06
115,3.814676174936457e-05
116,3.6163611481489974e-05
117,0.00020318042191727528
118,0.006030973022891003
119,0.0002749034355912953
120,0.001120352172735224
121,1.89866779210936e-05
122,3.071057922778041e-05
123,5.638736744553374e-05
124,0.00026496990012773883
125,0.002092756045239531
126,2.7989709341971342e-06
127,1.2767853092985803e-06
128,5.388929863740423e-05
129,0.004605033232029117
130,0.00588814956636753
131,0.00023335440897420649
132,0.0033771926454039323
133,0.0027363427902105087
134,4.87489363237274e-05
135,2.8548272162865858e-06
136,0.0011025309307385192
137,6.717552742397058e-05
138,0.00489104210432861
139,7.383469882064431e-06
140,9.165885169284366e-05
141,4.909995730007449e-07
142,3.748701437020994e-05
143,0.00012986575495719794
144,0.004127205420857798
145,2.1490174428253434e-06
146,0.0006912020972456072
147,7.119555272065055e-05
148,0.0037757334387457397
149,0.0027852910147539663
150,0.034178211577139274
151,1.5856579666568329e-06
152,0.02098007240827497
153,7.752976584579491e-05
154,0.00011965262257200582
155,0.00020742105311760922
156,2.6358717064678045e-05
157,1.8975059468409605e-05
158,0.001702319240449517
159,0.00011730768544760753
160,2.4707856855317106e-05
161,0.006346055115141522
162,7.520522742250143e-05
163,0.0004846906540475396
164,0.004937787491892136
165,9.148990140801844e-06
166,1.2407072988606668e-05
167,0.01226142290572326
168,0.0027852910147539663
169,0.0021228443415809194
